mean,std_dev,min,max,median,label
3141119641660.687,92010658440414.62,-66400000.0,3050000000000000.0,-1.3900000000000001,NEGATIVE
19056507.029147267,567646014.8560219,-50800000.0,20000000000.0,5.32,NEUTRAL
42084708.6421573,1339039150.620726,-300000000.0,51500000000.0,2.63,POSITIVE
62094822292.16889,1805971740467.6838,-117000000000.0,55600000000000.0,-58.95,NEGATIVE
10296931.545589523,294658999.3521697,-29000000.0,8740000000.0,0.587,NEUTRAL
39404632.34769849,1318868868.3822396,-328000000.0,52400000000.0,4.65,POSITIVE
27339162.17498277,860170512.216792,-60900000.0,32700000000.0,4.84,NEUTRAL
1313363419408.7913,38134027189421.086,-1910000000000.0,1140000000000000.0,6.995,NEGATIVE
17243437.788279086,447926911.2988778,-26000000.0,12800000000.0,11.149999999999999,NEUTRAL
22493075.464693572,645151044.3069396,-97100000.0,19000000000.0,2.525,POSITIVE
18148636.984861992,520275503.7407676,-50900000.0,19200000000.0,3.29,POSITIVE
3956631849632.0386,114525002243841.45,-81300000.0,3360000000000000.0,-9.69,NEGATIVE
16907728.797701396,506759473.3866659,-18700.0,18100000000.0,5.845000000000001,NEUTRAL
509561684291.4619,14779132486724.57,-109000000000.0,448000000000000.0,-59.2,NEGATIVE
20132142.4551411,596031458.7086132,-69700000.0,20500000000.0,5.99,NEUTRAL
526590244527.6879,15236872129997.275,-136000000.0,456000000000000.0,-3.71,NEGATIVE
34591681.4220018,985352429.0413687,-107000000.0,30400000000.0,1.295,POSITIVE
13660319.5027408,367862404.3503405,-5110000.0,11500000000.0,0.7195,POSITIVE
459644905370.9327,13307798451372.844,-67200000.0,401000000000000.0,-14.2,NEGATIVE
35873229.0992712,1090841416.0773356,-281000.0,39900000000.0,7.0,NEUTRAL
7487881.545849485,216775573.3020169,-22500000.0,6760000000.0,5.33,NEUTRAL
35844269.08760225,1081030235.7533083,-5130000.0,39600000000.0,1.54,POSITIVE
31087793.35969914,921712707.337731,-38700000.0,32000000000.0,7.33,NEUTRAL
21071341.525275227,602834209.896614,-6040000.0,18400000000.0,-0.314,POSITIVE
9964528.767944777,286991936.1167713,-147000.0,8880000000.0,8.51,NEUTRAL
25878369.973594476,757003382.6498986,-906000.0,25900000000.0,1.275,POSITIVE
1113704082337.1294,32284573329967.797,-142000000.0,987000000000000.0,-15.6,NEGATIVE
11051381.70019782,273880863.8319001,-23500000.0,9160000000.0,2.01,POSITIVE
1033931310831.2589,30012891154262.68,-924000000000.0,913000000000000.0,-12.8,NEGATIVE
17941254.836884942,543362148.0945818,-34900000.0,19700000000.0,7.07,NEUTRAL
973371420.1279902,35402032616.0538,-4350000000.0,1440000000000.0,7.33,POSITIVE
2755050907613839.0,7.579481578243442e+16,-1580000000000000.0,2.61e+18,196.0,NEGATIVE
22242413.570624825,626342327.0587921,-83900000.0,18300000000.0,3.56,POSITIVE
102486377627.40538,2973541503190.314,-31800000.0,92600000000000.0,1.3,POSITIVE
4831163155.470936,98660893359.11388,-10800000000.0,2250000000000.0,6.145,POSITIVE
103535431949.52724,3001641181447.521,-14600000.0,91500000000000.0,-35.6,NEGATIVE
275253217.2598413,8260741568.085854,-1550000000.0,305000000000.0,-2.65,POSITIVE
11096406.652378144,323049794.95331085,-51600000.0,9680000000.0,5.16,NEUTRAL
1047850873024.6552,30384872281365.71,-601000000000.0,907000000000000.0,4.725,NEGATIVE
123273922971.96725,3578680930448.9595,-29600000000.0,110000000000000.0,0.15385,POSITIVE
16742593863655.5,675883019933833.5,-94500000.0,2.77e+16,-0.6485000000000001,POSITIVE
19990103.326035865,683640278.9557769,-124000000.0,27300000000.0,3.17,NEUTRAL
11629327.0257167,337940190.4800102,-51600000.0,10500000000.0,5.34,NEUTRAL
522316857248.58527,15108079085612.846,-566000000.0,440000000000000.0,-4.46,NEGATIVE
2071642610236.213,60018808583434.766,-185000000000.0,1750000000000000.0,-1.865,NEGATIVE
983195314892.3566,28551849141386.902,-1720000000000.0,848000000000000.0,4.6,NEGATIVE
993548692161.6257,28846247661991.523,-1570000000000.0,858000000000000.0,0.36350000000000005,NEGATIVE
19962841.97983981,601519465.5073397,-50800000.0,21600000000.0,5.1,NEUTRAL
852539981914.49,24773232915768.02,-460000000000.0,766000000000000.0,4.42,NEGATIVE
11970511.98814361,315306717.50274014,-41100000.0,10000000000.0,-1.48,POSITIVE
933864728333.0757,27060901250929.996,-2430000.0,832000000000000.0,-2.16,NEGATIVE
12052517.484496973,364666972.4121462,-10200000.0,13200000000.0,6.91,NEUTRAL
5590148.805100719,123661496.09240605,-30900000.0,3810000000.0,-1.435,POSITIVE
138620788.69062364,3477199608.0383477,-951000000.0,113000000000.0,3.775,POSITIVE
16539967.505805815,474541114.6079091,-2160000.0,14200000000.0,5.96,NEUTRAL
13727929696.079716,283417445784.26245,-21600000000.0,6770000000000.0,2.79,POSITIVE
6032418994706.866,175238075008073.1,-4850.0,5460000000000000.0,-1.038,NEGATIVE
1115687895975.259,32422908385650.56,-1070000000000.0,999000000000000.0,4.66,NEGATIVE
1332297929136.762,38687672113370.76,-1100000000000.0,1180000000000000.0,0.6034999999999999,NEGATIVE
15351675.191088688,445330060.3994599,-18000000.0,14100000000.0,-0.6765000000000001,NEUTRAL
25920026.52591728,853101371.9217478,-3760000.0,33600000000.0,7.54,NEUTRAL
54105396495.97515,1569982858930.013,-82400000000.0,46700000000000.0,-62.3,NEGATIVE
4812346115595.208,141235116888072.62,-4520000000000.0,4680000000000000.0,1.495,NEGATIVE
12187140033521.0,353558281203358.44,-13300000000000.0,1.03e+16,4.885,NEGATIVE
7863116679316.066,262729737806408.03,-28500000.0,1.04e+16,2.165,POSITIVE
27244766.008772954,837383786.971262,-81000000.0,31300000000.0,2.455,POSITIVE
1646064193729.1519,48034376591751.68,-2540000000000.0,1530000000000000.0,1.875,POSITIVE
539683055419.2595,22006580208417.773,-8190000000.0,902000000000000.0,22.2,NEUTRAL
13612347.190699756,396317230.0460303,-41000.0,12900000000.0,6.33,NEUTRAL
30115120.30457153,893080131.6552382,-25700000.0,30800000000.0,4.68,NEUTRAL
17859326.584398743,503182133.76327556,-27000000.0,16400000000.0,2.91,POSITIVE
19912836.109473057,560743606.4327317,-27500000.0,16400000000.0,2.21,POSITIVE
14775027.02826162,467771575.55908144,-57600000.0,17900000000.0,8.425,NEUTRAL
33763735.64951717,1078492098.9470968,-172000000.0,42600000000.0,-0.646,POSITIVE
584224744318.4816,16953792529619.447,-802000000000.0,495000000000000.0,-90.6,NEGATIVE
80326521680.1506,2239695576622.0996,-7990000000.0,73400000000000.0,-165.0,POSITIVE
524771751363.21387,15209061056631.707,-146000000000.0,460000000000000.0,-4.92,NEGATIVE
16196169.217643099,452972121.1964825,-138.0,16000000000.0,2.97,POSITIVE
26674883.738202196,776740158.4303566,-144000000.0,24200000000.0,4.93,NEUTRAL
33232681.07980176,994787101.7716295,-561000.0,35600000000.0,5.895,NEUTRAL
19584997.900277007,531604390.9316291,-19700000.0,17100000000.0,5.955,POSITIVE
14824347.31954162,379270503.4651215,-442000.0,11000000000.0,0.47650000000000003,POSITIVE
93949228.48460136,2304885741.3249526,-55600000.0,86900000000.0,7.765,POSITIVE
40147647.36824298,816095888.159107,-104000000.0,23300000000.0,2.11,POSITIVE
29302256.472281393,657991429.7916821,-823000.0,20000000000.0,15.5,NEUTRAL
43849553.502559304,1278033471.3567598,-259000000.0,37300000000.0,6.51,NEUTRAL
19281188.173125595,555547617.1854683,-154000000.0,18900000000.0,-3.06,NEUTRAL
27633982317086.457,815169428960733.0,-94500000.0,2.77e+16,-32.5,POSITIVE
15304649.991674291,439652423.1739054,-43200000.0,14200000000.0,0.991,POSITIVE
3909456795027.135,114299861378444.33,-1230000000000.0,3720000000000000.0,-0.1052,POSITIVE
13195414194933.072,383122174158194.0,-16200000000000.0,1.15e+16,4.91,NEGATIVE
547476703149.0258,15914496645854.467,-791000000000.0,489000000000000.0,4.235,NEGATIVE
30426641.73494194,904415535.2966595,-154000000.0,31900000000.0,-3.0,NEUTRAL
1253830132007.1462,36423371776251.95,-1850000000000.0,1100000000000000.0,0.6665,NEGATIVE
12610146.6237434,385731870.63451946,-31000000.0,14700000000.0,5.33,POSITIVE
1557050798822.4275,45292615495655.47,-2230000000000.0,1400000000000000.0,2.025,NEGATIVE
22701272.759085577,738860946.7912945,-5550000.0,29200000000.0,4.07,POSITIVE
23597122.218703575,677816310.5989641,-16900.0,19800000000.0,8.75,NEUTRAL
51908704.931865364,1434628531.1045814,-88200000.0,51700000000.0,3.87,POSITIVE
279383604225.4783,8092744622537.846,-59000000.0,242000000000000.0,-41.0,NEGATIVE
10058322.194576059,292474703.28666425,-23500000.0,9030000000.0,3.995,NEUTRAL
158850661923.04144,4731418991031.547,-180000000000.0,165000000000000.0,1.525,NEGATIVE
18185665.897830274,526184516.1027919,-121000000.0,15600000000.0,9.32,NEUTRAL
1042762246879.8644,30385877413594.234,-214000000000.0,969000000000000.0,2.74,NEGATIVE
15057602.07005843,438558085.0395375,-71600000.0,13300000000.0,5.7,NEUTRAL
26487439.559436966,728978036.0618817,-18800000.0,23200000000.0,1.45,POSITIVE
813238466477.1534,25016548279504.707,-1180000000000.0,925000000000000.0,-5.92,POSITIVE
578535409.9166538,15660398115.90432,-3300000000.0,462000000000.0,6.57,NEUTRAL
1275725077227.6907,42172653954635.3,-826000000000.0,1660000000000000.0,-2.08,NEGATIVE
35731098.32134055,1038463470.6261483,-146000000.0,30700000000.0,6.52,NEUTRAL
15089523.682840874,376957202.9175476,-14500000.0,12100000000.0,1.245,POSITIVE
273062627125.99698,7902190449663.147,-495000000.0,245000000000000.0,-169.0,NEGATIVE
13132494.183467815,391562103.8661832,-81000000.0,14100000000.0,0.372,POSITIVE
33855068.255188905,1021445330.1739323,-163000000.0,36900000000.0,6.75,NEUTRAL
1091116603424.3661,31690812679632.86,-126000000.0,998000000000000.0,-0.6845,NEGATIVE
34327798.93891464,715951278.7898103,-146000000.0,19300000000.0,4.745,POSITIVE
4634976908.932905,95510424363.81325,-12000000000.0,2280000000000.0,6.9350000000000005,NEUTRAL
7235101029717.814,209420441461093.03,-2920000.0,6200000000000000.0,0.5535,NEGATIVE
2177174992.18374,46770028665.24828,-6370000000.0,1280000000000.0,2.675,POSITIVE
25194371271.46998,736129355316.1935,-26000000000.0,24000000000000.0,-87.5,NEGATIVE
530072944164.0323,15457988876146.154,-88700000.0,498000000000000.0,-4.85,NEGATIVE
79915812148.44644,2312985709433.951,-121000000.0,68000000000000.0,-57.1,NEGATIVE
8048203054884.525,234404872951179.56,-7280000000000.0,7410000000000000.0,-2.64,NEGATIVE
5874852435.733846,173468905975.65643,-21700000000.0,5860000000000.0,-0.769,POSITIVE
698914260785.1759,20531197312896.26,-123000000.0,688000000000000.0,-4.26,POSITIVE
3241801799.821736,95751611339.08304,-37900000.0,3360000000000.0,10.7,NEUTRAL
3834267763244.5615,111093708554924.23,-142000000.0,3290000000000000.0,-2.725,NEGATIVE
23725966.747343782,620902357.2401977,-14000000.0,18300000000.0,4.105,POSITIVE
8483765.3567019,234969635.13133824,-4400000.0,7280000000.0,2.4050000000000002,POSITIVE
22469216.11180676,652735738.4004805,-102000000.0,21300000000.0,8.15,NEUTRAL
34326673.00118753,996215055.0421237,-51800000.0,30200000000.0,6.734999999999999,NEUTRAL
1799996858.3449864,53253570122.57175,-4050000000.0,1880000000000.0,-0.1573,POSITIVE
42591452.2999996,1234760167.8887916,-1040000.0,40100000000.0,8.555,NEUTRAL
75025000.83198439,2841143773.1009803,-608000000.0,116000000000.0,0.6125,POSITIVE
8499778.93805438,246654285.5939941,-54100000.0,7250000000.0,6.755,NEUTRAL
2103445987541.558,61243742697182.055,-3370000000000.0,1910000000000000.0,7.67,POSITIVE
571192150567.1887,16878186811688.756,-450000000000.0,575000000000000.0,7.215,NEGATIVE
326374120787.0999,9468367364462.412,-414000000000.0,275000000000000.0,0.907,NEGATIVE
21841561.043960564,619425902.7132686,-58000000.0,18300000000.0,3.775,POSITIVE
1696853517402.7664,49167355091532.8,-29400000.0,1460000000000000.0,-0.698,NEGATIVE
5850613.955008368,122884960.11848374,-24800000.0,3780000000.0,-4.6,POSITIVE
37883278.70499633,1169538915.3917336,-314000000.0,43200000000.0,6.835,NEUTRAL
5457591782727.061,159568476472679.62,-1700000000000.0,5200000000000000.0,1.85,NEGATIVE
19050953.87680867,607037408.9943483,-176000000.0,23300000000.0,3.12,NEUTRAL
20227750.728313353,577816970.6023437,-20400000.0,16900000000.0,3.3449999999999998,POSITIVE
666084491162.2627,24260032971948.348,-635000000.0,988000000000000.0,31.9,POSITIVE
765547229217.7064,22294911237083.56,-52300000.0,713000000000000.0,-29.5,NEGATIVE
25513793.055207267,715178122.895091,-22300000.0,22300000000.0,6.47,NEUTRAL
4421489055660.981,129173827766469.06,-21600000.0,4220000000000000.0,-5.8,NEGATIVE
4406991180015.698,176683708034726.72,-5730000000000.0,7240000000000000.0,6.27,POSITIVE
37975993943.539474,1024720673423.9222,-32900000000.0,30000000000000.0,20.35,NEGATIVE
20513992.81864306,591619253.8764566,-29500.0,17400000000.0,6.595,NEUTRAL
640898514.7458148,14121776972.553545,-16800000.0,430000000000.0,-260.0,NEGATIVE
29881491.180237394,918073884.9270861,-139000000.0,34600000000.0,6.69,POSITIVE
11742103.000748208,334297685.869011,-53300000.0,9990000000.0,7.52,NEUTRAL
340696867109.92633,10521512711535.926,-123000000.0,392000000000000.0,-3.2750000000000004,NEGATIVE
37420892.15176214,1015863695.9795934,-117000000.0,38200000000.0,11.0,NEUTRAL
653713926622.5349,18956760679857.29,-411000000000.0,559000000000000.0,-0.299,NEGATIVE
144966909698.23178,4480514907376.794,-34300000000.0,167000000000000.0,0.8435,NEGATIVE
5291623071693.915,153597731917649.78,-102000000.0,4780000000000000.0,-0.6105,NEGATIVE
61905488.09108638,1807200345.104864,-325000000.0,55400000000.0,5.779999999999999,NEUTRAL
64455431770.863235,2413220285512.5146,-21900000000.0,98700000000000.0,20.75,NEUTRAL
26142814.67826047,520701948.1839141,-34100000.0,14700000000.0,-5.6,POSITIVE
938746831024.0714,27207540134253.24,-9210000.0,840000000000000.0,-2.0,NEGATIVE
382863891469.4691,11055320853147.275,-2380000000.0,323000000000000.0,-6.17,NEGATIVE
691844939303.6724,20345404474197.773,-877.0,685000000000000.0,-0.1355,NEGATIVE
105204934413.82092,3244066210009.179,-185000000000.0,121000000000000.0,-3.625,NEGATIVE
25136085.92211364,766062064.2157947,-224000000.0,27700000000.0,6.58,NEUTRAL
28952218.108067796,853810140.0789597,-106000000.0,29900000000.0,4.98,NEUTRAL
5900044.239444702,137700606.03312168,-30400000.0,4760000000.0,-0.318,POSITIVE
1031673762313.127,29957921912337.973,-1520000000000.0,898000000000000.0,1.7650000000000001,NEGATIVE
4741532.504112623,103027892.68707107,-24600000.0,2960000000.0,-0.06605,POSITIVE
617808060627.773,17871396878882.973,-21700000.0,529000000000000.0,-2.3899999999999997,NEGATIVE
165097489544.62607,4829386590602.598,-61600000.0,159000000000000.0,-133.0,POSITIVE
897774721782.2771,26161378824711.4,-310000000000.0,840000000000000.0,3.24,NEGATIVE
23126471.978103146,674538826.8222287,-139000000.0,20000000000.0,4.45,NEUTRAL
18206810.391710535,472822268.42268074,-5860000.0,14900000000.0,0.9045000000000001,POSITIVE
27661970.87025709,806910586.002169,-55500000.0,26200000000.0,10.8,NEUTRAL
13092899.649470683,351516056.2348043,-5060000.0,11800000000.0,3.165,POSITIVE
136465163648.29198,3963031956867.7583,-15600000.0,124000000000000.0,-9.91,NEGATIVE
25262975.487685584,802275417.0437567,-146000000.0,30700000000.0,6.55,NEUTRAL
23152171.626880005,668834408.4012018,-238000.0,20600000000.0,6.905,NEUTRAL
615053899.1207871,15490710049.42566,-3060000000.0,509000000000.0,4.72,NEUTRAL
27187028.95246423,788397580.8488716,-72100000.0,23400000000.0,9.2,NEUTRAL
18918943.09050365,439815229.85493845,-92300000.0,16600000000.0,-11.9,POSITIVE
37646725.30473122,942713930.1646363,-171000000.0,31600000000.0,8.73,POSITIVE
1163960473136.62,33741955265506.77,-621000000000.0,999000000000000.0,1.15,NEGATIVE
7213802142359.222,208892713711850.2,-29200000.0,6170000000000000.0,-0.02048,NEGATIVE
50350846061.51083,1467051860492.5808,-16800000.0,47500000000000.0,-4.904999999999999,NEGATIVE
1117006904381.6057,32465842338792.44,-1740000000000.0,988000000000000.0,6.715,NEGATIVE
111753449525.27129,3239110132626.973,-8140000000.0,97100000000000.0,0.1885,POSITIVE
24496623817.42939,711700434891.6406,-3480000000.0,22400000000000.0,-92.8,NEGATIVE
57523549.041914746,1673217024.3641105,-18600.0,54700000000.0,4.9,NEUTRAL
31397771.491959367,928252468.257736,-38700000.0,32000000000.0,9.225,NEUTRAL
2466348008.413648,71515894827.39043,-10500000000.0,2250000000000.0,3.54,POSITIVE
796629904084.709,23400278851341.5,-432000000000.0,779000000000000.0,-39.55,NEGATIVE
32355147.316314097,1053006242.4902567,-111000000.0,41100000000.0,7.0,NEUTRAL
1015712210774.1211,29968145929576.668,-10400000.0,1020000000000000.0,-0.2025,NEGATIVE
17263504.218671836,500578384.95274687,-44400000.0,15100000000.0,7.01,NEUTRAL
29366811.05589064,614020973.6272025,-117000000.0,17800000000.0,9.25,NEUTRAL
487203219069.266,14197769768178.926,-175000.0,459000000000000.0,-1.5899999999999999,NEGATIVE
522541542837.0356,15302845024155.945,-874000000000.0,500000000000000.0,-147.5,NEGATIVE
20775467.75341982,632704661.9313133,-58400000.0,23100000000.0,5.465,NEUTRAL
626470012.7067689,18194864937.816986,-3980000000.0,608000000000.0,9.41,NEUTRAL
664302700291.7524,19236344086219.78,-6580.0,572000000000000.0,-35.9,NEGATIVE
77292003210.06644,2279867170235.698,-48400000000.0,77200000000000.0,1.665,NEGATIVE
613900758191.9158,17844762983222.383,-995000000000.0,546000000000000.0,1.2,NEGATIVE
9666909.763011182,286053329.97012883,-9520000.0,9930000000.0,7.51,NEUTRAL
562147708043.3663,16295316572406.342,-135000000.0,492000000000000.0,-3.44,POSITIVE
19803009.52753788,545451606.5352428,-111000000.0,18000000000.0,5.5,NEUTRAL
22115487.894755185,651790035.4494922,-101000000.0,23000000000.0,0.909,POSITIVE
6140301.446238202,123468556.76660565,-32700000.0,3360000000.0,-2.2800000000000002,POSITIVE
94482708.79225877,2745841755.3554387,-443000000.0,84400000000.0,0.8734999999999999,POSITIVE
850437508398.1927,24663402916590.01,-884000000000.0,721000000000000.0,-3.25,NEGATIVE
180051721553.02664,5273388748729.39,-277000000000.0,172000000000000.0,-7.26,NEGATIVE
21827575.835118275,635018718.8033248,-89200000.0,19000000000.0,5.38,NEUTRAL
234849950249.19797,6836143339198.378,-299000000000.0,214000000000000.0,-72.25,NEGATIVE
111078495.72655006,2438755760.3969393,-88200000.0,75000000000.0,6.01,POSITIVE
13796447.510800468,399749054.95077723,-43400000.0,12500000000.0,5.48,NEUTRAL
2111411991.9944644,43124820401.36602,-5300000000.0,977000000000.0,7.585,NEUTRAL
19337000.33126472,585853406.3838606,-53300.0,21300000000.0,8.18,NEUTRAL
14716359.850766605,419303373.9162561,-47500000.0,12500000000.0,6.24,NEUTRAL
10028305.661237685,323838540.07636625,-67100000.0,12600000000.0,5.7,NEUTRAL
18216271.159205824,531853446.91426533,-515000.0,18400000000.0,4.76,NEUTRAL
1013180845.9322228,29047511894.759274,-4560000000.0,891000000000.0,5.615,NEUTRAL
21163890.98884758,612436450.9789009,-74100.0,19100000000.0,6.7,NEUTRAL
22377034756.195126,380474658579.63654,-28200000000.0,8240000000000.0,0.235,NEUTRAL
26133391.678492326,760955707.1843017,-111000000.0,27800000000.0,5.75,NEUTRAL
40493834.473510735,950641362.9229043,-30100000.0,29600000000.0,2.525,POSITIVE
55398456386.67087,1609338632097.5403,-95200000000.0,48900000000000.0,-62.65,NEGATIVE
53543257.85697315,1806528255.8560803,-4480000.0,72100000000.0,3.62,POSITIVE
990926502599.8425,28836849278139.574,-1740000000000.0,892000000000000.0,6.375,NEGATIVE
55789561130.38991,1622951690801.3616,-488000000.0,53100000000000.0,-186.0,NEGATIVE
1200204731633.4316,49283089936973.92,-3710000000000.0,2020000000000000.0,-1.74,POSITIVE
310857722747.6915,9030257703318.676,-414000000000.0,274000000000000.0,3.6,NEGATIVE
36494792.27450706,740113337.2649182,-12600000.0,19300000000.0,9.39,NEUTRAL
19056706.456652597,577605983.4277459,-120000.0,21500000000.0,3.21,POSITIVE
192627937380.71094,5622307283834.495,-259000000000.0,180000000000000.0,2.59,POSITIVE
2751866330023.3936,79893474223702.98,-3870000000000.0,2390000000000000.0,7.01,POSITIVE
110401876387.53525,3198321239891.781,-8140000000.0,94800000000000.0,1.75,POSITIVE
194792898243.68744,5802038907509.797,-88700000.0,203000000000000.0,-5.665,NEGATIVE
17798723.10728282,517586197.00348705,-74800000.0,15400000000.0,6.92,NEUTRAL
17279785.73637855,503446882.67339,-4740000.0,17400000000.0,0.689,POSITIVE
1265410764481.4575,37199912062073.11,-1340000000000.0,1240000000000000.0,5.2,NEGATIVE
153597009.7653095,4165135429.5475,-50000000.0,139000000000.0,3.495,POSITIVE
23712210.22690138,654257429.4419838,-10900000.0,19300000000.0,7.83,POSITIVE
5468751287.178356,132274727834.183,-19200000000.0,4550000000000.0,15.6,NEUTRAL
39680374.765340395,1145852684.5940714,-15300000.0,35300000000.0,2.17,POSITIVE
2810323631983.204,81462702944530.75,-58500000.0,2450000000000000.0,0.08505,NEGATIVE
168330526.08675998,4856766353.63025,-9490000.0,155000000000.0,3.57,POSITIVE
1028280389958.1395,30745423437473.656,-1450000000000.0,1080000000000000.0,-3.45,POSITIVE
2766177494762.9736,80352297778930.48,-1910000000000.0,2470000000000000.0,-0.6759999999999999,POSITIVE
34400383728.128456,1019717443258.6036,-52500000.0,35300000000000.0,-85.9,NEGATIVE
23006919.660110828,666044334.5172683,-72200000.0,19900000000.0,5.73,NEUTRAL
21366718.952848334,622680470.0853772,-141000000.0,18300000000.0,5.3,NEUTRAL
1207714479273.1655,34937017454738.844,-968000000.0,1040000000000000.0,-67.5,NEGATIVE
74282621.90214889,2668313489.17291,-535000000.0,108000000000.0,7.34,NEUTRAL
32603684.503173906,1001895169.4223148,-337000.0,37300000000.0,6.295,NEUTRAL
22597480.071268026,649799168.2015861,-480000.0,20000000000.0,5.66,NEUTRAL
1161309982973.284,33651708467712.6,-418000000.0,1030000000000000.0,0.46799999999999997,NEGATIVE
31386258.0724624,957192142.2235482,-154000000.0,36700000000.0,14.7,NEUTRAL
36516169.93643287,854566299.8056711,-105000000.0,28500000000.0,-1.1600000000000001,POSITIVE
18567465.308502335,534444288.7474522,-18800000.0,17100000000.0,2.12,POSITIVE
462881275132.5318,13425044165728.912,-230000000.0,412000000000000.0,-37.5,NEGATIVE
2365648832487.149,69076730320512.65,-76400000.0,2250000000000000.0,-1.78,NEGATIVE
16035920.081463605,470255280.672206,-74800000.0,15400000000.0,7.7,NEUTRAL
6268191334.366183,181666062407.12784,-9270000000.0,5850000000000.0,-1.45,POSITIVE
6556343439.996199,190123332452.83298,-28600000000.0,5650000000000.0,0.941,POSITIVE
23908068.73276869,705381365.2971483,-104000000.0,24900000000.0,-0.771,POSITIVE
44096670.75335564,1338482122.035372,-236000.0,48900000000.0,5.125,NEUTRAL
1086702388.1105402,29267863206.739777,-5230000000.0,871000000000.0,1.6,POSITIVE
28120053.90606406,821014291.8138524,-138000000.0,25900000000.0,7.970000000000001,NEUTRAL
19046053.59656979,557701123.174774,-97700000.0,18000000000.0,6.355,NEUTRAL
1123871279056.7468,32626054969527.88,-1560000000000.0,972000000000000.0,1.6099999999999999,NEGATIVE
38701078.11536289,1175421888.481615,-281000000.0,42400000000.0,5.09,NEUTRAL
54591885821.81165,1580744056733.5305,-166000000000.0,49100000000000.0,-2.59,POSITIVE
420806419.18900657,12159589240.152693,-46100000.0,409000000000.0,-1.65,POSITIVE
1615687743061.383,46791792563469.08,-221000000.0,1420000000000000.0,-39.05,NEGATIVE
21655706.809465054,591641740.507196,-111000000.0,20100000000.0,10.9,NEUTRAL
18207505.63282059,561305534.9996959,-17900000.0,20900000000.0,5.84,NEUTRAL
515442456.2479009,11788335171.061289,-4540000.0,332000000000.0,-258.0,NEGATIVE
12991841.837278405,327288227.02109474,-76500000.0,10700000000.0,18.8,NEUTRAL
1251142407900.4429,36232423464905.22,-125000000.0,1080000000000000.0,-6.51,NEGATIVE
121892971175.20201,3588174640986.8657,-233000000000.0,120000000000000.0,-90.3,NEGATIVE
35142717.744487405,1017206386.5348213,-121000000.0,33300000000.0,5.13,NEUTRAL
24271997.02628657,692109936.0662786,-268000.0,20800000000.0,2.54,POSITIVE
36106595.86745093,1137848809.5343642,-58500000.0,43400000000.0,10.1,NEUTRAL
18177381.107216407,553270773.6250547,-139000000.0,20000000000.0,5.140000000000001,NEUTRAL
823481200110.7196,24028164473261.742,-1010000000000.0,768000000000000.0,3.06,POSITIVE
23597214.424418483,695439817.5115634,-19000000.0,23600000000.0,7.09,NEUTRAL
24081784.487038724,702451138.5053768,-76.3,23100000000.0,7.22,NEUTRAL
426943526271.80695,17395462093650.879,-8030000000.0,713000000000000.0,4.93,NEUTRAL
134440794779.32085,3924323995958.6577,-3030000000.0,130000000000000.0,4.125,POSITIVE
184670800090.13922,5333885471722.691,-138000000.0,161000000000000.0,-172.0,NEGATIVE
790691483494.7181,23069645907920.8,-220000.0,751000000000000.0,-4.675,NEGATIVE
38696416.6887304,1113051900.1793199,-6200.0,34300000000.0,5.995,NEUTRAL
15665955.536582438,482469768.88714385,-932000.0,18000000000.0,7.3,NEUTRAL
15472164.675950259,452232189.86805314,-20700000.0,14700000000.0,3.8,NEUTRAL
8260170455709.564,239168100731240.3,-126000000.0,7160000000000000.0,-3.785,NEGATIVE
1213512718348.4814,35310731199459.76,-60400000.0,1130000000000000.0,-36.45,NEGATIVE
8740354.905083157,253033788.65288603,-32700000.0,7800000000.0,8.774999999999999,NEUTRAL
25017855.985094633,722299269.5068494,-5450000.0,22200000000.0,5.13,NEUTRAL
368844801497.79486,10665092340153.43,-87100000.0,320000000000000.0,-121.0,NEGATIVE
826645847560.5477,23947111032019.297,-52300000.0,713000000000000.0,-14.95,NEGATIVE
394090182551.63544,11458514117434.383,-612000000000.0,353000000000000.0,0.7565,NEGATIVE
11971293.925181855,323873610.2653691,-7780000.0,10100000000.0,8.175,NEUTRAL
820634266146.2288,23933196046735.984,-789000000000.0,763000000000000.0,5.785,POSITIVE
27637798.710322693,841085359.5301876,-36500000.0,31000000000.0,1.995,POSITIVE
17522312.403947543,575178637.2369939,-155000000.0,22500000000.0,6.24,NEUTRAL
21338738.119744357,622973417.8192717,-238000.0,20600000000.0,7.96,NEUTRAL
568018790243.59,17189052994222.645,-524000000000.0,620000000000000.0,-14.95,POSITIVE
21419139.384097345,627225207.2060835,-120000.0,21100000000.0,5.115,NEUTRAL
26354552.696239017,810144836.0989028,-139000000.0,30600000000.0,2.25,POSITIVE
3355031144.4075236,137848095005.15213,-28600000000.0,5650000000000.0,2.89,POSITIVE
25304892.603138346,865063620.6441854,-199000000.0,34500000000.0,4.805,NEUTRAL
25214572.01000257,772595644.790135,-230000.0,28700000000.0,7.08,NEUTRAL
510688174733.87427,14886145446840.89,-207000000000.0,476000000000000.0,-66.8,POSITIVE
23490244.813074853,560470636.0773281,-32100000.0,16000000000.0,4.35,POSITIVE
476558536294.3094,13849970583232.021,-199000000.0,435000000000000.0,-25.45,NEGATIVE
1152247413465.8186,33842081030956.48,-1850000000000.0,1120000000000000.0,1.34,NEGATIVE
790800994110.0062,23190428870023.25,-21900.0,772000000000000.0,2.69,NEGATIVE
